member_id,phrase,source_type,sort_order,source_url,verification_status
mem_6a59c524fe,Movement disorders,declared_area_list,3,https://profiles.ucalgary.ca/william-alexander-fletcher,source_declared
mem_6a681336c2,Mental Health - Intergrating Clinical and Health Services Research,declared_area_title,0,https://profiles.ucalgary.ca/donald-emile-addington,source_declared
mem_6a980d0db4,Spinal Cord / Nerve Injury & Pain,declared_area_title,0,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Spinal cord injury,declared_area_title,1,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Acute spinal cord injury,declared_area_title,2,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,FES,declared_area_title,3,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,exoskeletons,declared_area_title,4,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Neuropathic pain,declared_area_title,5,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Neurogenic bladder and pressure injuries,declared_area_title,6,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6abb226805,Dementia & Cognitive Disorders,declared_area_title,0,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Seniors,declared_area_title,1,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6afc7989eb,Mental Health,declared_area_title,0,https://profiles.ucalgary.ca/audrey-ann-deneault,source_declared
mem_6b37eba80f,Internal Attention,declared_area_list,0,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6b37eba80f,Mind Wandering,declared_area_list,1,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6b37eba80f,Scalp and Intracranial EEG,declared_area_list,2,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6b37eba80f,Stroke,declared_area_list,3,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6bb59a60cb,Epilepsy,declared_area_title,0,https://profiles.ucalgary.ca/yves-starreveld,source_declared
