member_id,profile_name,source_url,visible_source_label,normalized_label,source_type,visibility_policy,is_public,sort_order,canonical_mesh_ids,canonical_mesh_concepts,hbi_umbrella_ids,hbi_umbrella_tags,taxonomy_status,taxonomy_notes,built_at_utc
mem_bd2c4a5235,Aaron Gruber,https://profiles.ucalgary.ca/aaron-gruber,Neurodevelopmental Disorders,neurodevelopmental disorders,declared_area_title,always_visible_source_declared,true,0,D065886,Neurodevelopmental Disorders,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_bd2c4a5235,Aaron Gruber,https://profiles.ucalgary.ca/aaron-gruber,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,1,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_bd2c4a5235,Aaron Gruber,https://profiles.ucalgary.ca/aaron-gruber,Machine Learning,machine learning,declared_area_title,always_visible_source_declared,true,2,D000069550,Machine Learning,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_bd2c4a5235,Aaron Gruber,https://profiles.ucalgary.ca/aaron-gruber,Autism,autism,declared_area_title,always_visible_source_declared,true,3,D001321,Autistic Disorder,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_bd2c4a5235,Aaron Gruber,https://profiles.ucalgary.ca/aaron-gruber,Mitochondria,mitochondria,declared_area_title,always_visible_source_declared,true,4,D008928,Mitochondria,HBI-MED-010,Cellular and Molecular Neuroscience,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Pharmacogenomics,pharmacogenomics,declared_area_list,always_visible_source_declared,true,0,D010597,Pharmacogenetics,HBI-MED-009,Genetics and Genomics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Precision Pharmacotherapy,precision pharmacotherapy,declared_area_list,always_visible_source_declared,true,1,D004358,Drug Therapy,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Adverse Drug Reactions,adverse drug reactions,declared_area_list,always_visible_source_declared,true,2,D064420,Drug-Related Side Effects and Adverse Reactions,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Translational Pharmacotherapy,translational pharmacotherapy,declared_area_list,always_visible_source_declared,true,3,D004358,Drug Therapy,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Population Therapeutics and Health Outcomes,population therapeutics and health outcomes,declared_area_list,always_visible_source_declared,true,4,D013812,Therapeutics,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Pharmacovigilance,pharmacovigilance,declared_area_list,always_visible_source_declared,true,5,D060735,Pharmacovigilance,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,Scholarship of Teaching and Learning,scholarship of teaching and learning,declared_area_list,always_visible_source_declared,true,6,D007858,Learning,HBI-MED-011,Cognitive and Behavioural Neuroscience,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9f51021d60,Adriana Zardini Buzatto,https://profiles.ucalgary.ca/adriana-zardini-buzatto,"Lipidomics (analytical methods using chromatography and mass spectrometry, database creation, software development, data sciences)",lipidomics analytical methods using chromatography and mass spectrometry database creation software development data sciences,declared_area_title,always_visible_source_declared,true,0,D000077488,Data Science,,,review,delimited profile term; no exact preferred-label or entry-term match in local MeSH 2026 | delimited profile term; MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_9f51021d60,Adriana Zardini Buzatto,https://profiles.ucalgary.ca/adriana-zardini-buzatto,Microbial lipidomics,microbial lipidomics,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9f51021d60,Adriana Zardini Buzatto,https://profiles.ucalgary.ca/adriana-zardini-buzatto,Lipidomics of extracellular vesicles,lipidomics of extracellular vesicles,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9f51021d60,Adriana Zardini Buzatto,https://profiles.ucalgary.ca/adriana-zardini-buzatto,Lipids involved in neurodegeneration and aging,lipids involved in neurodegeneration and aging,declared_area_title,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9f51021d60,Adriana Zardini Buzatto,https://profiles.ucalgary.ca/adriana-zardini-buzatto,Exposomics - environmental lipidomics,exposomics environmental lipidomics,declared_area_title,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Brain Stimulation,brain stimulation,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,1,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Neurodevelopment Disorders,neurodevelopment disorders,declared_area_title,always_visible_source_declared,true,2,D065886,Neurodevelopmental Disorders,HBI-MED-001,Mental Health,accepted,reviewed alias plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Neuroimaging,neuroimaging,declared_area_title,always_visible_source_declared,true,3,D059906,Neuroimaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Epilepsy,epilepsy,declared_area_title,always_visible_source_declared,true,4,D004827,Epilepsy,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9caecf64a4,Adrianna Giuffre,https://profiles.ucalgary.ca/adrianna-giuffre,Multiple Sclerosis,multiple sclerosis,declared_area_title,always_visible_source_declared,true,5,D009103,Multiple Sclerosis,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9461efbef5,Alan McLuckie,https://profiles.ucalgary.ca/alan-mcluckie,Infant,infant,declared_area_title,always_visible_source_declared,true,0,D007223,Infant,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_9461efbef5,Alan McLuckie,https://profiles.ucalgary.ca/alan-mcluckie,child and youth mental health,child and youth mental health,declared_area_title,always_visible_source_declared,true,1,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9461efbef5,Alan McLuckie,https://profiles.ucalgary.ca/alan-mcluckie,neurodevelopmental and learning difficulties,neurodevelopmental and learning difficulties,declared_area_title,always_visible_source_declared,true,2,D007858,Learning,HBI-MED-011,Cognitive and Behavioural Neuroscience,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9461efbef5,Alan McLuckie,https://profiles.ucalgary.ca/alan-mcluckie,vulnerable family coping,vulnerable family coping,declared_area_title,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9461efbef5,Alan McLuckie,https://profiles.ucalgary.ca/alan-mcluckie,couple/family therapy,couple family therapy,declared_area_title,always_visible_source_declared,true,4,D013812,Therapeutics,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_b85b93eb26,Aleksandra Mineyko,https://profiles.ucalgary.ca/aleksandra-mineyko,Inflammation,inflammation,declared_area_title,always_visible_source_declared,true,0,D007249,Inflammation,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_b85b93eb26,Aleksandra Mineyko,https://profiles.ucalgary.ca/aleksandra-mineyko,Stroke,stroke,declared_area_title,always_visible_source_declared,true,1,D020521,Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_ab3c7cd459,Alexander McGirr,https://profiles.ucalgary.ca/alexander-mcgirr,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_ab3c7cd459,Alexander McGirr,https://profiles.ucalgary.ca/alexander-mcgirr,Stress,stress,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_67336e1dbb,Alex Lohman,https://profiles.ucalgary.ca/alex-lohman,Brain Injury,brain injury,declared_area_title,always_visible_source_declared,true,0,D001930,Brain Injuries,HBI-MED-003,Brain Injury and Neurotrauma,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_67336e1dbb,Alex Lohman,https://profiles.ucalgary.ca/alex-lohman,Inflammation,inflammation,declared_area_title,always_visible_source_declared,true,1,D007249,Inflammation,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_67336e1dbb,Alex Lohman,https://profiles.ucalgary.ca/alex-lohman,Molecular Mechanisms,molecular mechanisms,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_67336e1dbb,Alex Lohman,https://profiles.ucalgary.ca/alex-lohman,Stroke,stroke,declared_area_title,always_visible_source_declared,true,3,D020521,Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_67336e1dbb,Alex Lohman,https://profiles.ucalgary.ca/alex-lohman,Tissue Regeneration,tissue regeneration,declared_area_title,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,Functional MRI,functional mri,declared_area_detail,always_visible_source_declared,true,0,D008279,Magnetic Resonance Imaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,Neuroimaging,neuroimaging,declared_area_detail,always_visible_source_declared,true,1,D059906,Neuroimaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,MRI Quality Assurance,mri quality assurance,declared_area_detail,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,MRI in Radiation Therapy,mri in radiation therapy,declared_area_detail,always_visible_source_declared,true,3,D011878,Radiotherapy,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,Medical Imaging,medical imaging,declared_area_detail,always_visible_source_declared,true,4,D003952,Diagnostic Imaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fc88669608,Ali Golestani,https://profiles.ucalgary.ca/ali-golestani,Image Processing,image processing,declared_area_detail,always_visible_source_declared,true,5,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_feaca2a8a0,Alvin Joselin,https://profiles.ucalgary.ca/alvin-joselin,Molecular mechanisms in Parkinson's Disease,molecular mechanisms in parkinson disease,declared_area_title,always_visible_source_declared,true,0,D010300,Parkinson Disease,HBI-MED-002,Neurological Disorders,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_8bfbd806c9,Amanda Tyndall,https://profiles.ucalgary.ca/amanda-tyndall,Genetic Disorders,genetic disorders,declared_area_title,always_visible_source_declared,true,0,D030342,"Genetic Diseases, Inborn",,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_8bfbd806c9,Amanda Tyndall,https://profiles.ucalgary.ca/amanda-tyndall,Genomics,genomics,declared_area_title,always_visible_source_declared,true,1,D023281,Genomics,HBI-MED-009,Genetics and Genomics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_8bfbd806c9,Amanda Tyndall,https://profiles.ucalgary.ca/amanda-tyndall,Neurodevelopmental Disorders,neurodevelopmental disorders,declared_area_title,always_visible_source_declared,true,2,D065886,Neurodevelopmental Disorders,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_8bfbd806c9,Amanda Tyndall,https://profiles.ucalgary.ca/amanda-tyndall,Rare Diseases,rare diseases,declared_area_title,always_visible_source_declared,true,3,D035583,Rare Diseases,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Biosensing,biosensing,declared_area_detail,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Sensors and Actuators,sensors and actuators,declared_area_detail,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Microfluidics,microfluidics,declared_area_detail,always_visible_source_declared,true,2,D044085,Microfluidics,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Tissue engineering,tissue engineering,declared_area_detail,always_visible_source_declared,true,3,D023822,Tissue Engineering,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Biomaterials,biomaterials,declared_area_detail,always_visible_source_declared,true,4,D001672,Biocompatible Materials,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Medical devices,medical devices,declared_area_detail,always_visible_source_declared,true,5,D004864,Equipment and Supplies,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Point-of-care,point of care,declared_area_detail,always_visible_source_declared,true,6,D019095,Point-of-Care Systems,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Organ-on-chip,organ on chip,declared_area_detail,always_visible_source_declared,true,7,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Digital Health Technologies,digital health technologies,declared_area_detail,always_visible_source_declared,true,8,D000097103,Digital Health,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_db95c2910e,Amir Sanati Nezhad,https://profiles.ucalgary.ca/amir-sanati-nezhad,Artificial Intelligence,artificial intelligence,declared_area_detail,always_visible_source_declared,true,9,D001185,Artificial Intelligence,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_d4ec51610b,Ami Tint,https://profiles.ucalgary.ca/ami-tint,Autism,autism,declared_area_title,always_visible_source_declared,true,0,D001321,Autistic Disorder,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_d4ec51610b,Ami Tint,https://profiles.ucalgary.ca/ami-tint,Neurodevelopmental Conditions,neurodevelopmental conditions,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_d4ec51610b,Ami Tint,https://profiles.ucalgary.ca/ami-tint,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,2,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_d4ec51610b,Ami Tint,https://profiles.ucalgary.ca/ami-tint,Patient Engagement,patient engagement,declared_area_title,always_visible_source_declared,true,3,D010358,Patient Participation,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_d4ec51610b,Ami Tint,https://profiles.ucalgary.ca/ami-tint,Psychology,psychology,declared_area_title,always_visible_source_declared,true,4,D011584,Psychology,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_d2301d7aac,Amy Warren,https://profiles.ucalgary.ca/amy-warren,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_d2301d7aac,Amy Warren,https://profiles.ucalgary.ca/amy-warren,Mental health research and education,mental health research and education,declared_area_title,always_visible_source_declared,true,1,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_d2301d7aac,Amy Warren,https://profiles.ucalgary.ca/amy-warren,neuropsychology,neuropsychology,declared_area_title,always_visible_source_declared,true,2,D009484,Neuropsychology,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_d2301d7aac,Amy Warren,https://profiles.ucalgary.ca/amy-warren,Clinical Science,clinical science,declared_area_title,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_d2301d7aac,Amy Warren,https://profiles.ucalgary.ca/amy-warren,Comparative Pathobiology,comparative pathobiology,declared_area_title,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_f731c39857,Ana Nikolic,https://profiles.ucalgary.ca/ana-nikolic,Interrogating the spatiotemporal heterogeneity in brain tumours,interrogating the spatiotemporal heterogeneity in brain tumours,declared_area_detail,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_ccdb9fb0c5,Andrea Protzner,https://profiles.ucalgary.ca/andrea-protzner,Depression,depression,declared_area_title,always_visible_source_declared,true,0,D003863,Depression,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_ccdb9fb0c5,Andrea Protzner,https://profiles.ucalgary.ca/andrea-protzner,aging,aging,declared_area_title,always_visible_source_declared,true,1,D000375,Aging,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_ccdb9fb0c5,Andrea Protzner,https://profiles.ucalgary.ca/andrea-protzner,MRI,mri,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_ccdb9fb0c5,Andrea Protzner,https://profiles.ucalgary.ca/andrea-protzner,EEG,eeg,declared_area_title,always_visible_source_declared,true,3,D004569,Electroencephalography,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_ccdb9fb0c5,Andrea Protzner,https://profiles.ucalgary.ca/andrea-protzner,network neuroscience,network neuroscience,declared_area_title,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,KCa Channels,kca channels,declared_area_list,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Nitric Oxide,nitric oxide,declared_area_list,always_visible_source_declared,true,1,D009569,Nitric Oxide,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Calcium,calcium,declared_area_list,always_visible_source_declared,true,2,D002118,Calcium,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Myogenic Tone,myogenic tone,declared_area_list,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Endothelium,endothelium,declared_area_list,always_visible_source_declared,true,4,D004727,Endothelium,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Smooth Muscle,smooth muscle,declared_area_list,always_visible_source_declared,true,5,D009130,"Muscle, Smooth",,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Vasodilation,vasodilation,declared_area_list,always_visible_source_declared,true,6,D014664,Vasodilation,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_418a89fdc0,Andrew Braun,https://profiles.ucalgary.ca/andrew-braun,Type 2 Diabetes,type 2 diabetes,declared_area_list,always_visible_source_declared,true,7,D003924,"Diabetes Mellitus, Type 2",,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_0f73a389b6,Andrew Demchuk,https://profiles.ucalgary.ca/andrew-demchuk,vascular imaging,vascular imaging,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_0f73a389b6,Andrew Demchuk,https://profiles.ucalgary.ca/andrew-demchuk,ischemic stroke,ischemic stroke,declared_area_title,always_visible_source_declared,true,1,D000083242,Ischemic Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_0f73a389b6,Andrew Demchuk,https://profiles.ucalgary.ca/andrew-demchuk,Stroke,stroke,declared_area_title,always_visible_source_declared,true,2,D020521,Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,Substance and behavioural addictions,substance and behavioural addictions,declared_area_list,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,"comorbidity of addiction and mental health (i.e., concurrent disorders)",comorbidity of addiction and mental health i e concurrent disorders,declared_area_list,always_visible_source_declared,true,1,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,delimited profile term; embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule | delimited profile term; no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,transdiagnostic treatments,transdiagnostic treatments,declared_area_list,always_visible_source_declared,true,2,D013812,Therapeutics,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,sports betting,sports betting,declared_area_list,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_4d14f5ed5f,Angela Haffenden,https://profiles.ucalgary.ca/angela-haffenden,Movement Disorders,movement disorders,declared_area_title,always_visible_source_declared,true,0,D009069,Movement Disorders,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,Child mental health,child mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,Gender-Based Violence,gender based violence,declared_area_title,always_visible_source_declared,true,1,D000074386,Gender-Based Violence,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
