member_id,profile_name,source_url,visible_source_label,normalized_label,source_type,visibility_policy,is_public,sort_order,canonical_mesh_ids,canonical_mesh_concepts,hbi_umbrella_ids,hbi_umbrella_tags,taxonomy_status,taxonomy_notes,built_at_utc
mem_1a8581bdce,Fetch Failed,https://profiles.ucalgary.ca/jiami-guo,Stroke,stroke,declared_area_title,always_visible_source_declared,true,7,D020521,Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_22a4e04503,Jillian Miller,https://profiles.ucalgary.ca/jillian-miller,Pediatric Pain,pediatric pain,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_b49402b919,Joanne Park,https://profiles.ucalgary.ca/joanne-park,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_7d3968111f,Jodie Roberts,https://profiles.ucalgary.ca/jodie-roberts,Neuroepidemiology and Health Services Research,neuroepidemiology and health services research,declared_area_list,always_visible_source_declared,true,0,D006302,Health Services Research,HBI-MED-012,Population and Public Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_7d3968111f,Jodie Roberts,https://profiles.ucalgary.ca/jodie-roberts,Causal Inference,causal inference,declared_area_list,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_7d3968111f,Jodie Roberts,https://profiles.ucalgary.ca/jodie-roberts,Multiple Sclerosis,multiple sclerosis,declared_area_list,always_visible_source_declared,true,2,D009103,Multiple Sclerosis,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_7d3968111f,Jodie Roberts,https://profiles.ucalgary.ca/jodie-roberts,Neurosarcoidosis,neurosarcoidosis,declared_area_list,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_7d3968111f,Jodie Roberts,https://profiles.ucalgary.ca/jodie-roberts,Autoimmune Encephalitis,autoimmune encephalitis,declared_area_list,always_visible_source_declared,true,4,D020274,Autoimmune Diseases of the Nervous System,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Complexity Science,complexity science,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Spreading & triggering processes,spreading triggering processes,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Fluid-induced seismicity,fluid induced seismicity,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Computational neuroscience & the critical brain,computational neuroscience the critical brain,declared_area_title,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Rock fracture & frictional sliding,rock fracture frictional sliding,declared_area_title,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Statistical seismology,statistical seismology,declared_area_title,always_visible_source_declared,true,5,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Network neuroscience,network neuroscience,declared_area_title,always_visible_source_declared,true,6,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Synchronization & chimera states,synchronization chimera states,declared_area_title,always_visible_source_declared,true,7,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Sociophysics,sociophysics,declared_area_title,always_visible_source_declared,true,8,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Climate dynamics & climate networks,climate dynamics climate networks,declared_area_title,always_visible_source_declared,true,9,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Extreme events and records,extreme events and records,declared_area_title,always_visible_source_declared,true,10,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,Pattern formation & cardiac arrhythmia,pattern formation cardiac arrhythmia,declared_area_title,always_visible_source_declared,true,11,D001145,"Arrhythmias, Cardiac",HBI-MED-006,Cardiovascular Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_c3e463f320,John (Gregory) Cairncross,https://profiles.ucalgary.ca/john-gregory-cairncross,Modeling the initiation of Glioblastoma,modeling the initiation of glioblastoma,declared_area_detail,always_visible_source_declared,true,0,D005909,Glioblastoma,HBI-MED-004,Cancer and Tumours,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_c3e463f320,John (Gregory) Cairncross,https://profiles.ucalgary.ca/john-gregory-cairncross,Preventing resistance to Temozolomide,preventing resistance to temozolomide,declared_area_detail,always_visible_source_declared,true,1,D000077204,Temozolomide,HBI-MED-008,Pharmacology and Therapeutics,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_f7f8d26dcb,Jonathan Epp,https://profiles.ucalgary.ca/jonathan-epp,Dementia & Cognitive Disorders,dementia cognitive disorders,declared_area_title,always_visible_source_declared,true,0,D003704,Dementia,HBI-MED-002,Neurological Disorders,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_f7f8d26dcb,Jonathan Epp,https://profiles.ucalgary.ca/jonathan-epp,Neurodevelopment,neurodevelopment,declared_area_title,always_visible_source_declared,true,1,D000099203,Neurodevelopment,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_f7f8d26dcb,Jonathan Epp,https://profiles.ucalgary.ca/jonathan-epp,Memory,memory,declared_area_title,always_visible_source_declared,true,2,D008568,Memory,HBI-MED-011,Cognitive and Behavioural Neuroscience,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_6d56bbe087,Jonathan Lytton,https://profiles.ucalgary.ca/jonathan-lytton,"Molecular physiology of the K-dependent Na/Ca-exchanger, subtype 4, NCKX4",molecular physiology of the k dependent na ca exchanger subtype 4 nckx4,declared_area_detail,always_visible_source_declared,true,0,,,,,unresolved,delimited profile term; no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_32d283f76b,Jos Jan Eggermont,https://profiles.ucalgary.ca/jos-jan-eggermont,Electrophysiology of the auditory system,electrophysiology of the auditory system,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_32d283f76b,Jos Jan Eggermont,https://profiles.ucalgary.ca/jos-jan-eggermont,Hearing and its disorders,hearing and its disorders,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_58625c2ce5,Julia Jacobs-Levan,https://profiles.ucalgary.ca/julia-jacobs-levan,Epilepsy,epilepsy,declared_area_title,always_visible_source_declared,true,0,D004827,Epilepsy,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_58625c2ce5,Julia Jacobs-Levan,https://profiles.ucalgary.ca/julia-jacobs-levan,Seizures,seizures,declared_area_title,always_visible_source_declared,true,1,D012640,Seizures,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_58625c2ce5,Julia Jacobs-Levan,https://profiles.ucalgary.ca/julia-jacobs-levan,Neuroimaging,neuroimaging,declared_area_title,always_visible_source_declared,true,2,D059906,Neuroimaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_58625c2ce5,Julia Jacobs-Levan,https://profiles.ucalgary.ca/julia-jacobs-levan,Neurodevelopment,neurodevelopment,declared_area_title,always_visible_source_declared,true,3,D000099203,Neurodevelopment,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_58625c2ce5,Julia Jacobs-Levan,https://profiles.ucalgary.ca/julia-jacobs-levan,Sleep,sleep,declared_area_title,always_visible_source_declared,true,4,D012890,Sleep,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_6b37eba80f,Julia Kam,https://profiles.ucalgary.ca/julia-kam,Internal Attention,internal attention,declared_area_list,always_visible_source_declared,true,0,D001288,Attention,HBI-MED-011,Cognitive and Behavioural Neuroscience,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_6b37eba80f,Julia Kam,https://profiles.ucalgary.ca/julia-kam,Mind Wandering,mind wandering,declared_area_list,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_6b37eba80f,Julia Kam,https://profiles.ucalgary.ca/julia-kam,Scalp and Intracranial EEG,scalp and intracranial eeg,declared_area_list,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_6b37eba80f,Julia Kam,https://profiles.ucalgary.ca/julia-kam,Stroke,stroke,declared_area_list,always_visible_source_declared,true,3,D020521,Stroke,HBI-MED-006,Cardiovascular Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_01f8882e68,Julia Kirkham,https://profiles.ucalgary.ca/julia-kirkham,"Dementia, mental healthcare quality",dementia mental healthcare quality,declared_area_title,always_visible_source_declared,true,0,D003704,Dementia,HBI-MED-002,Neurological Disorders,accepted,delimited profile term; exact MeSH preferred/entry-term match plus curated umbrella rule | delimited profile term; no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_37b64942a2,Jun Yan,https://profiles.ucalgary.ca/jun-yan,Neural mechanism of auditory perception and hearing deficiencies,neural mechanism of auditory perception and hearing deficiencies,declared_area_title,always_visible_source_declared,true,0,D001307,Auditory Perception,HBI-MED-011,Cognitive and Behavioural Neuroscience,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fe67f51d1b,Justyna Sarna,https://profiles.ucalgary.ca/justyna-sarna,Movement Disorders,movement disorders,declared_area_title,always_visible_source_declared,true,0,D009069,Movement Disorders,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fe67f51d1b,Justyna Sarna,https://profiles.ucalgary.ca/justyna-sarna,Parkinson's Disease,parkinson disease,declared_area_title,always_visible_source_declared,true,1,D010300,Parkinson Disease,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_fe67f51d1b,Justyna Sarna,https://profiles.ucalgary.ca/justyna-sarna,Neurodegeneration,neurodegeneration,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_c8e755d8b2,Kamala Devi Patel,https://profiles.ucalgary.ca/kamala-devi-patel,"Leukocyte trafficking, inflammation",leukocyte trafficking inflammation,declared_area_title,always_visible_source_declared,true,0,D007249,Inflammation,,,review,delimited profile term; no exact preferred-label or entry-term match in local MeSH 2026 | delimited profile term; MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_338f9f338e,Kara Murias,https://profiles.ucalgary.ca/kara-murias,Brain,brain,declared_area_title,always_visible_source_declared,true,0,D001921,Brain,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_338f9f338e,Kara Murias,https://profiles.ucalgary.ca/kara-murias,Cognitive Development,cognitive development,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_338f9f338e,Kara Murias,https://profiles.ucalgary.ca/kara-murias,Neurodevelopmental disorders,neurodevelopmental disorders,declared_area_title,always_visible_source_declared,true,2,D065886,Neurodevelopmental Disorders,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_338f9f338e,Kara Murias,https://profiles.ucalgary.ca/kara-murias,Neuroimaging,neuroimaging,declared_area_title,always_visible_source_declared,true,3,D059906,Neuroimaging,HBI-MED-005,Imaging and Diagnostics,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_1a2035eb16,Karl Klein,https://profiles.ucalgary.ca/karl-klein,Genetics of epilepsy,genetics of epilepsy,declared_area_list,always_visible_source_declared,true,0,D005823 | D004827,Genetics | Epilepsy,HBI-MED-009 | HBI-MED-002,Genetics and Genomics | Neurological Disorders,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_1a2035eb16,Karl Klein,https://profiles.ucalgary.ca/karl-klein,Precision medicine in epilepsy,precision medicine in epilepsy,declared_area_list,always_visible_source_declared,true,1,D004827,Epilepsy,HBI-MED-002,Neurological Disorders,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_1a2035eb16,Karl Klein,https://profiles.ucalgary.ca/karl-klein,Brain somatic variatis causing epilepsy,brain somatic variatis causing epilepsy,declared_area_list,always_visible_source_declared,true,2,D004827,Epilepsy,HBI-MED-002,Neurological Disorders,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_3faa6c8292,Kartikeya Murari,https://profiles.ucalgary.ca/kartikeya-murari,Electrical and Optical Instrumentation,electrical and optical instrumentation,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_53e60fab63,Katayoun Alikhani,https://profiles.ucalgary.ca/katayoun-alikhani,Multiple Sclerosis,multiple sclerosis,declared_area_list,always_visible_source_declared,true,0,D009103,Multiple Sclerosis,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_6e27953757,Katherine Bright,https://profiles.ucalgary.ca/katherine-bright,Mental Health,mental health,declared_area_list,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_2bd0db628a,Kathleen Chaput,https://profiles.ucalgary.ca/kathleen-chaput,Maternal and infant mental health and wellbeing,maternal and infant mental health and wellbeing,declared_area_list,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_2bd0db628a,Kathleen Chaput,https://profiles.ucalgary.ca/kathleen-chaput,Substance use/addictions in pregnancy,substance use addictions in pregnancy,declared_area_list,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_2bd0db628a,Kathleen Chaput,https://profiles.ucalgary.ca/kathleen-chaput,Maternal perinatal mental health,maternal perinatal mental health,declared_area_list,always_visible_source_declared,true,2,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_2bd0db628a,Kathleen Chaput,https://profiles.ucalgary.ca/kathleen-chaput,infant neurodevelopment,infant neurodevelopment,declared_area_list,always_visible_source_declared,true,3,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_2bd0db628a,Kathleen Chaput,https://profiles.ucalgary.ca/kathleen-chaput,Breastfeeding,breastfeeding,declared_area_list,always_visible_source_declared,true,4,D001942,Breast Feeding,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Health Services Research,health services research,declared_area_list,always_visible_source_declared,true,0,D006302,Health Services Research,HBI-MED-012,Population and Public Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Knowledge Mobilization,knowledge mobilization,declared_area_list,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Mental Health,mental health,declared_area_list,always_visible_source_declared,true,2,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Pain,pain,declared_area_list,always_visible_source_declared,true,3,D010146,Pain,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Psychosocial outcomes,psychosocial outcomes,declared_area_list,always_visible_source_declared,true,4,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Community partnered research,community partnered research,declared_area_list,always_visible_source_declared,true,5,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_e203a7a335,Kathryn Birnie,https://profiles.ucalgary.ca/kathryn-birnie,Health equity,health equity,declared_area_list,always_visible_source_declared,true,6,D000069576,Health Equity,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_a3c1370499,Kathryn Schneider,https://profiles.ucalgary.ca/kathryn-schneider,Concussion,concussion,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_a3c1370499,Kathryn Schneider,https://profiles.ucalgary.ca/kathryn-schneider,Rehabilitation,rehabilitation,declared_area_title,always_visible_source_declared,true,1,D012046,Rehabilitation,HBI-MED-007,Rehabilitation,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_90269b0602,Keith Alexander Sharkey,https://profiles.ucalgary.ca/keith-alexander-sharkey,Enteric nervous system,enteric nervous system,declared_area_title,always_visible_source_declared,true,0,D017615,Enteric Nervous System,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_90269b0602,Keith Alexander Sharkey,https://profiles.ucalgary.ca/keith-alexander-sharkey,Gut-brain axis,gut brain axis,declared_area_title,always_visible_source_declared,true,1,D000087502,Brain-Gut Axis,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_90269b0602,Keith Alexander Sharkey,https://profiles.ucalgary.ca/keith-alexander-sharkey,Endocannabinoid system,endocannabinoid system,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_a2b493336b,Keith Yeates,https://profiles.ucalgary.ca/keith-yeates,Childhood Brain Injury,childhood brain injury,declared_area_title,always_visible_source_declared,true,0,D001930,Brain Injuries,HBI-MED-003,Brain Injury and Neurotrauma,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_414b7b0e40,Kelly Dean Schwartz,https://profiles.ucalgary.ca/kelly-dean-schwartz,Theoretical Orientations,theoretical orientations,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_414b7b0e40,Kelly Dean Schwartz,https://profiles.ucalgary.ca/kelly-dean-schwartz,Scholarly Activity,scholarly activity,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_414b7b0e40,Kelly Dean Schwartz,https://profiles.ucalgary.ca/kelly-dean-schwartz,Interests,interests,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_599092b85f,Kelly Larkin-Kaiser,https://profiles.ucalgary.ca/kelly-larkin-kaiser,Neuroscience and Rehabilitation,neuroscience and rehabilitation,declared_area_title,always_visible_source_declared,true,0,D012046,Rehabilitation,HBI-MED-007,Rehabilitation,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9211234ed6,Kenneth Lukowiak,https://profiles.ucalgary.ca/kenneth-lukowiak,Behavioural ecology of stress,behavioural ecology of stress,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_6c0f4891e4,Kimberley Smaniotto - Holmes,https://profiles.ucalgary.ca/kimberley-smaniotto-holmes,Mental health Research and Education,mental health research and education,declared_area_list,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_5df4c5aac6,Kirstie Lithgow,https://profiles.ucalgary.ca/kirstie-lithgow,Neuroendocrine tumours (Gastroenteropancreatic),neuroendocrine tumours gastroenteropancreatic,declared_area_detail,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_05362065f8,Kristin von Ranson,https://profiles.ucalgary.ca/kristin-von-ranson,Eating Disorders and Body Image,eating disorders and body image,declared_area_title,always_visible_source_declared,true,0,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9c853bf265,Lara Leijser,https://profiles.ucalgary.ca/lara-leijser,Brain Injury and Development,brain injury and development,declared_area_title,always_visible_source_declared,true,0,D001930,Brain Injuries,HBI-MED-003,Brain Injury and Neurotrauma,accepted,embedded medical phrase recovered from profile text; exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_9c853bf265,Lara Leijser,https://profiles.ucalgary.ca/lara-leijser,Preterm birth,preterm birth,declared_area_title,always_visible_source_declared,true,1,D047928,Premature Birth,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_9c853bf265,Lara Leijser,https://profiles.ucalgary.ca/lara-leijser,Neuro-imaging,neuro imaging,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_9c853bf265,Lara Leijser,https://profiles.ucalgary.ca/lara-leijser,Neurodevelopment,neurodevelopment,declared_area_title,always_visible_source_declared,true,3,D000099203,Neurodevelopment,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_7be3b79e71,Laura Curiel,https://profiles.ucalgary.ca/laura-curiel,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_aa5f0f5195,Lenora Brown,https://profiles.ucalgary.ca/lenora-brown,Multiple Sclerosis,multiple sclerosis,declared_area_list,always_visible_source_declared,true,0,D009103,Multiple Sclerosis,HBI-MED-002,Neurological Disorders,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_a68812ef9c,Leticia Radin Pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,Diet,diet,declared_area_title,always_visible_source_declared,true,0,D004032,Diet,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_a68812ef9c,Leticia Radin Pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,Maternal Health,maternal health,declared_area_title,always_visible_source_declared,true,1,D000068097,Maternal Health,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_a68812ef9c,Leticia Radin Pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,Nutrition,nutrition,declared_area_title,always_visible_source_declared,true,2,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
mem_a68812ef9c,Leticia Radin Pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,Obesity,obesity,declared_area_title,always_visible_source_declared,true,3,D009765,Obesity,,,review,MeSH concept found; medical umbrella requires review,2026-07-31T20:56:20.541600+00:00
mem_7467cd8626,Lori Montgomery,https://profiles.ucalgary.ca/lori-montgomery,Mental Health,mental health,declared_area_title,always_visible_source_declared,true,0,D008603,Mental Health,HBI-MED-001,Mental Health,accepted,exact MeSH preferred/entry-term match plus curated umbrella rule,2026-07-31T20:56:20.541600+00:00
mem_7467cd8626,Lori Montgomery,https://profiles.ucalgary.ca/lori-montgomery,Spinal Cord / Nerve Injury & Pain,spinal cord nerve injury pain,declared_area_title,always_visible_source_declared,true,1,,,,,unresolved,no exact preferred-label or entry-term match in local MeSH 2026,2026-07-31T20:56:20.541600+00:00
