member_id,profile_name,source_url,tag_type,tag,normalized_tag,taxonomy_status,includes_legacy_narrative,built_at_utc,source_types,supporting_source_count,supporting_source_labels
mem_36447b4ebf,Joern Davidsen,https://profiles.ucalgary.ca/joern-davidsen,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Pattern formation & cardiac arrhythmia
mem_37b64942a2,Jun Yan,https://profiles.ucalgary.ca/jun-yan,mesh_concept,Auditory Perception,auditory perception,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neural mechanism of auditory perception and hearing deficiencies
mem_37b64942a2,Jun Yan,https://profiles.ucalgary.ca/jun-yan,hbi_umbrella,Cognitive and Behavioural Neuroscience,cognitive and behavioural neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neural mechanism of auditory perception and hearing deficiencies
mem_37dd23d078,Jessalyn Holodinsky,https://profiles.ucalgary.ca/jessalyn-holodinsky,mesh_concept,Learning,learning,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Supervised and unsupervised machine learning
mem_37dd23d078,Jessalyn Holodinsky,https://profiles.ucalgary.ca/jessalyn-holodinsky,mesh_concept,Stroke,stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Prehospital transportation of suspected stroke patients
mem_37dd23d078,Jessalyn Holodinsky,https://profiles.ucalgary.ca/jessalyn-holodinsky,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Prehospital transportation of suspected stroke patients
mem_37dd23d078,Jessalyn Holodinsky,https://profiles.ucalgary.ca/jessalyn-holodinsky,hbi_umbrella,Cognitive and Behavioural Neuroscience,cognitive and behavioural neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Supervised and unsupervised machine learning
mem_3873666ecc,Theresa Green,https://profiles.ucalgary.ca/theresa-green,mesh_concept,Rehabilitation Nursing,rehabilitation nursing,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Rehabilitation Nursing
mem_3873666ecc,Theresa Green,https://profiles.ucalgary.ca/theresa-green,mesh_concept,Stroke,stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke Recovery & Community Reintegration
mem_3873666ecc,Theresa Green,https://profiles.ucalgary.ca/theresa-green,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke Recovery & Community Reintegration
mem_3873666ecc,Theresa Green,https://profiles.ucalgary.ca/theresa-green,hbi_umbrella,Rehabilitation,rehabilitation,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Rehabilitation Nursing
mem_38b1f148ac,Rochelle Bonnie Babins-Wagner,https://profiles.ucalgary.ca/rochelle-bonnie-babins-wagner,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Mental Health
mem_38b1f148ac,Rochelle Bonnie Babins-Wagner,https://profiles.ucalgary.ca/rochelle-bonnie-babins-wagner,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Mental Health
mem_3d16baf56d,Perri Tutelman,https://profiles.ucalgary.ca/perri-tutelman,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Digital mental health
mem_3d16baf56d,Perri Tutelman,https://profiles.ucalgary.ca/perri-tutelman,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Digital mental health
mem_3e0e98847e,David Nicholas,https://profiles.ucalgary.ca/david-nicholas,mesh_concept,Autistic Disorder,autistic disorder,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Autism
mem_3e0e98847e,David Nicholas,https://profiles.ucalgary.ca/david-nicholas,mesh_concept,Health Services Research,health services research,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Health Services Research
mem_3e0e98847e,David Nicholas,https://profiles.ucalgary.ca/david-nicholas,mesh_concept,Neurodevelopmental Disorders,neurodevelopmental disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neurodevelopmental Disorders
mem_3e0e98847e,David Nicholas,https://profiles.ucalgary.ca/david-nicholas,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,2,Autism || Neurodevelopmental Disorders
mem_3e0e98847e,David Nicholas,https://profiles.ucalgary.ca/david-nicholas,hbi_umbrella,Population and Public Health,population and public health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Health Services Research
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,mesh_concept,Learning,learning,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Simulation-Based Learning
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Child mental health
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,mesh_concept,Problem-Based Learning,problem based learning,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Simulation-based Experiential Learning
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,hbi_umbrella,Cognitive and Behavioural Neuroscience,cognitive and behavioural neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,2,Simulation-Based Learning || Simulation-based Experiential Learning
mem_3e0ef14a60,Angelique Jenney,https://profiles.ucalgary.ca/angelique-jenney,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Child mental health
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Dementia,dementia,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Dementia & Cognitive Disorders
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Epilepsy,epilepsy,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Epilepsy
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Magnetic Resonance Imaging,magnetic resonance imaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Magnetic Resonance Imaging
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mental Health
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Movement Disorders,movement disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Movement Disorders
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,mesh_concept,Multiple Sclerosis,multiple sclerosis,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Multiple Sclerosis
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Magnetic Resonance Imaging
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mental Health
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,4,Dementia & Cognitive Disorders || Epilepsy || Movement Disorders || Multiple Sclerosis
mem_3f62008a1f,Jennifer Thannhauser,https://profiles.ucalgary.ca/jennifer-thannhauser,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,2,Post-secondary mental health and well-being || Post-secondary mental health evaluation
mem_3f62008a1f,Jennifer Thannhauser,https://profiles.ucalgary.ca/jennifer-thannhauser,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,2,Post-secondary mental health and well-being || Post-secondary mental health evaluation
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,mesh_concept,Brain Injuries,brain injuries,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Brain Injury
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,mesh_concept,Magnetic Resonance Imaging,magnetic resonance imaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Magnetic Resonance Imaging
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,mesh_concept,Mitochondria,mitochondria,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mitochondria
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,mesh_concept,Neuroimaging,neuroimaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neuroimaging
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,mesh_concept,Stroke,stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,hbi_umbrella,Brain Injury and Neurotrauma,brain injury and neurotrauma,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Brain Injury
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,hbi_umbrella,Cellular and Molecular Neuroscience,cellular and molecular neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mitochondria
mem_4031282ea1,Jeffrey Frank Dunn,https://profiles.ucalgary.ca/jeffrey-frank-dunn,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,2,Magnetic Resonance Imaging || Neuroimaging
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,mesh_concept,Mental Disorders,mental disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Risk of developing serious mental illness
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mental Health
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,mesh_concept,Schizophrenia,schizophrenia,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Schizophrenia and other psychoses
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,mesh_concept,Therapeutics,therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Psychosocial treatments for youth at risk of psychosis
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,3,Mental Health || Risk of developing serious mental illness || Schizophrenia and other psychoses
mem_40840edc6a,Jean Margaret Addington,https://profiles.ucalgary.ca/jean-margaret-addington,hbi_umbrella,Pharmacology and Therapeutics,pharmacology and therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Psychosocial treatments for youth at risk of psychosis
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,"comorbidity of addiction and mental health (i.e., concurrent disorders)"
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,mesh_concept,Therapeutics,therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,transdiagnostic treatments
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,"comorbidity of addiction and mental health (i.e., concurrent disorders)"
mem_41979986b6,Andrew Kim,https://profiles.ucalgary.ca/andrew-kim,hbi_umbrella,Pharmacology and Therapeutics,pharmacology and therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,transdiagnostic treatments
mem_4435cc366f,Zahra Goodarzi,https://profiles.ucalgary.ca/zahra-goodarzi,mesh_concept,Dementia,dementia,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Dementia or Cognitive Disorders
mem_4435cc366f,Zahra Goodarzi,https://profiles.ucalgary.ca/zahra-goodarzi,mesh_concept,Mood Disorders,mood disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Mood Disorders
mem_4435cc366f,Zahra Goodarzi,https://profiles.ucalgary.ca/zahra-goodarzi,mesh_concept,Parkinson Disease,parkinson disease,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Parkinson's Disease
mem_4435cc366f,Zahra Goodarzi,https://profiles.ucalgary.ca/zahra-goodarzi,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Mood Disorders
mem_4435cc366f,Zahra Goodarzi,https://profiles.ucalgary.ca/zahra-goodarzi,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,2,Dementia or Cognitive Disorders || Parkinson's Disease
mem_4598061484,Serge Mrkobrada,https://profiles.ucalgary.ca/serge-mrkobrada,mesh_concept,Electromyography,electromyography,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,"Electromyography, Peripheral Nervous System disorders and Ultrasound Imaging Techniques"
mem_4598061484,Serge Mrkobrada,https://profiles.ucalgary.ca/serge-mrkobrada,mesh_concept,Ultrasonography,ultrasonography,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,"Electromyography, Peripheral Nervous System disorders and Ultrasound Imaging Techniques"
mem_4598061484,Serge Mrkobrada,https://profiles.ucalgary.ca/serge-mrkobrada,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,"Electromyography, Peripheral Nervous System disorders and Ultrasound Imaging Techniques"
mem_473d2f19dd,Nathalie Jette,https://profiles.ucalgary.ca/nathalie-jette,mesh_concept,Epilepsy,epilepsy,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Epilepsy & other neuro conditions
mem_473d2f19dd,Nathalie Jette,https://profiles.ucalgary.ca/nathalie-jette,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Epilepsy & other neuro conditions
mem_4bb4b4c5df,Zahra Clayborne,https://profiles.ucalgary.ca/zahra-clayborne,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,mental health
mem_4bb4b4c5df,Zahra Clayborne,https://profiles.ucalgary.ca/zahra-clayborne,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,mental health
mem_4d14f5ed5f,Angela Haffenden,https://profiles.ucalgary.ca/angela-haffenden,mesh_concept,Movement Disorders,movement disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Movement Disorders
mem_4d14f5ed5f,Angela Haffenden,https://profiles.ucalgary.ca/angela-haffenden,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Movement Disorders
mem_4ee060e99b,Gloria Roldan Urgoiti,https://profiles.ucalgary.ca/gloria-roldan-urgoiti,mesh_concept,Breast Neoplasms,breast neoplasms,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Breast Cancer
mem_4ee060e99b,Gloria Roldan Urgoiti,https://profiles.ucalgary.ca/gloria-roldan-urgoiti,hbi_umbrella,Cancer and Tumours,cancer and tumours,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Breast Cancer
mem_4f4215a32e,Sayeh Bayat,https://profiles.ucalgary.ca/sayeh-bayat,mesh_concept,Learning,learning,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Human-centred Machine Learning
mem_4f4215a32e,Sayeh Bayat,https://profiles.ucalgary.ca/sayeh-bayat,hbi_umbrella,Cognitive and Behavioural Neuroscience,cognitive and behavioural neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Human-centred Machine Learning
mem_4fc16fbe9a,Danijela Piskulic,https://profiles.ucalgary.ca/danijela-piskulic,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,"Mental health, Health Systems"
mem_4fc16fbe9a,Danijela Piskulic,https://profiles.ucalgary.ca/danijela-piskulic,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,"Mental health, Health Systems"
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,mesh_concept,Mental Disorders,mental disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Mental Illness
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,mesh_concept,Neurodevelopmental Disorders,neurodevelopmental disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neurodevelopmental disorders
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,mesh_concept,Neuroimaging,neuroimaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neuroimaging
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neuroimaging
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,2,Mental Illness || Neurodevelopmental disorders
mem_50e629396d,Eric Chan,https://profiles.ucalgary.ca/eric-chan,mesh_concept,Bipolar Disorder,bipolar disorder,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Bipolar Disorder
mem_50e629396d,Eric Chan,https://profiles.ucalgary.ca/eric-chan,mesh_concept,Depression,depression,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Depression
mem_50e629396d,Eric Chan,https://profiles.ucalgary.ca/eric-chan,mesh_concept,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,e-Mental Health
mem_50e629396d,Eric Chan,https://profiles.ucalgary.ca/eric-chan,hbi_umbrella,Mental Health,mental health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,3,Bipolar Disorder || Depression || e-Mental Health
mem_514df516d2,H. Artee Luchman,https://profiles.ucalgary.ca/h-artee-luchman,mesh_concept,Genetics,genetics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Genetics
mem_514df516d2,H. Artee Luchman,https://profiles.ucalgary.ca/h-artee-luchman,mesh_concept,Therapeutics,therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Therapeutics
mem_514df516d2,H. Artee Luchman,https://profiles.ucalgary.ca/h-artee-luchman,hbi_umbrella,Genetics and Genomics,genetics and genomics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Genetics
mem_514df516d2,H. Artee Luchman,https://profiles.ucalgary.ca/h-artee-luchman,hbi_umbrella,Pharmacology and Therapeutics,pharmacology and therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Therapeutics
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,mesh_concept,Drug Therapy,drug therapy,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,2,Precision Pharmacotherapy || Translational Pharmacotherapy
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,mesh_concept,Learning,learning,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Scholarship of Teaching and Learning
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,mesh_concept,Pharmacogenetics,pharmacogenetics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Pharmacogenomics
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,mesh_concept,Therapeutics,therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Population Therapeutics and Health Outcomes
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,hbi_umbrella,Cognitive and Behavioural Neuroscience,cognitive and behavioural neuroscience,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Scholarship of Teaching and Learning
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,hbi_umbrella,Genetics and Genomics,genetics and genomics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Pharmacogenomics
mem_529c362d70,Abdullah Al Maruf,https://profiles.ucalgary.ca/abdullah-al-maruf,hbi_umbrella,Pharmacology and Therapeutics,pharmacology and therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,3,Population Therapeutics and Health Outcomes || Precision Pharmacotherapy || Translational Pharmacotherapy
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,mesh_concept,Epilepsy,epilepsy,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Epilepsy
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,mesh_concept,Magnetic Resonance Imaging,magnetic resonance imaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Magnetic Resonance Imaging
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,mesh_concept,Neuroimaging,neuroimaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Neuroimaging
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,mesh_concept,Stroke,stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Stroke
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,2,Magnetic Resonance Imaging || Neuroimaging
mem_53686b30d5,Pierre LeVan,https://profiles.ucalgary.ca/pierre-levan,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Epilepsy
mem_53c25f2cf7,Fiona Costello,https://profiles.ucalgary.ca/fiona-costello,mesh_concept,Multiple Sclerosis,multiple sclerosis,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Multiple Sclerosis
mem_53c25f2cf7,Fiona Costello,https://profiles.ucalgary.ca/fiona-costello,mesh_concept,Neoplasms,neoplasms,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Tumors
mem_53c25f2cf7,Fiona Costello,https://profiles.ucalgary.ca/fiona-costello,hbi_umbrella,Cancer and Tumours,cancer and tumours,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Tumors
mem_53c25f2cf7,Fiona Costello,https://profiles.ucalgary.ca/fiona-costello,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Multiple Sclerosis
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,mesh_concept,Ischemic Stroke,ischemic stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Optimizing treatment strategies of ischemic stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,mesh_concept,Neoplasms,neoplasms,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,2,Optimizing treatment strategies of ischemic stroke in cancer patients || Prevention strategies for stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,mesh_concept,Stroke,stroke,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Prevention strategies for stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,mesh_concept,Therapeutics,therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Optimizing treatment strategies of ischemic stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,hbi_umbrella,Cancer and Tumours,cancer and tumours,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,2,Optimizing treatment strategies of ischemic stroke in cancer patients || Prevention strategies for stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,hbi_umbrella,Cardiovascular Health,cardiovascular health,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,2,Optimizing treatment strategies of ischemic stroke in cancer patients || Prevention strategies for stroke in cancer patients
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,hbi_umbrella,Pharmacology and Therapeutics,pharmacology and therapeutics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_detail,1,Optimizing treatment strategies of ischemic stroke in cancer patients
mem_53e60fab63,Katayoun Alikhani,https://profiles.ucalgary.ca/katayoun-alikhani,mesh_concept,Multiple Sclerosis,multiple sclerosis,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Multiple Sclerosis
mem_53e60fab63,Katayoun Alikhani,https://profiles.ucalgary.ca/katayoun-alikhani,hbi_umbrella,Neurological Disorders,neurological disorders,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_list,1,Multiple Sclerosis
mem_581f118e90,Mariana Pinheiro Bento,https://profiles.ucalgary.ca/mariana-pinheiro-bento,mesh_concept,Magnetic Resonance Imaging,magnetic resonance imaging,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Brain Magnetic Resonance Imaging
mem_581f118e90,Mariana Pinheiro Bento,https://profiles.ucalgary.ca/mariana-pinheiro-bento,hbi_umbrella,Imaging and Diagnostics,imaging and diagnostics,accepted,false,2026-07-31T20:56:20.541600+00:00,declared_area_title,1,Brain Magnetic Resonance Imaging
