member_id,link_group,platform,label,identifier,url,relationship_type,source_url,verification_status,display_order
mem_b85b93eb26,research_profile,PubMed,PubMed Author Search,,https://www.ncbi.nlm.nih.gov/pubmed/?term=Mineyko+A,Publication index,https://profiles.ucalgary.ca/aleksandra-mineyko,source_declared,60
mem_b8b5362a3f,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=XcTTCg0AAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/samuel-wiebe,source_declared,20
mem_bb77b86a3f,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=KeMI6tMAAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/kenton-hecker,source_declared,20
mem_bb77b86a3f,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=kent+hecker&sort=pubdate,Publication index,https://profiles.ucalgary.ca/kenton-hecker,source_declared,60
mem_bb77b86a3f,research_ecosystem,Research Lab,The Health Education Neuroassessment Laboratory (THENaL),,https://www.thenal.ca/,Research lab,https://profiles.ucalgary.ca/kenton-hecker,source_declared,100
mem_bc444455ee,research_profile,PubMed,PubMed Author Search,,https://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=DetailsSearch&term=(Kurrasch-Orbaugh%5BAuthor%5D)+OR+(deborah+kurrasch)&log$=activity,Publication index,https://profiles.ucalgary.ca/deborah-kurrasch,source_declared,60
mem_bc444455ee,research_ecosystem,Research Lab,Lab Website,,https://cumming.ucalgary.ca/labs/developing-brains,Research lab,https://profiles.ucalgary.ca/deborah-kurrasch,source_declared,100
mem_bd049b4c73,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?hl=en&user=2JFi3BoAAAAJ,Scholarly profile,https://profiles.ucalgary.ca/eric-smith,source_declared,20
mem_bd2c4a5235,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?hl=en&user=n8Wcc5kAAAAJ&view_op=list_works&gmla=AGd7smFqVGpGF9zfp6fegSOUTgJlCF47t5o6mdy2U0NhGLw-ZlZcn9gPldutmrKhEotPjOdMeGKW2oKBCcgxpS1C,Scholarly profile,https://profiles.ucalgary.ca/aaron-gruber,source_declared,20
mem_bd40fc0757,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=-okTHvcAAAAJ&hl=en&oi=ao,Scholarly profile,https://profiles.ucalgary.ca/johnathan-canton,source_declared,20
