member_id,title,affiliation,sort_order,source_url,verification_status
mem_61578b7504,Director,"Alberta Children's Hospital Research Institute, Owerko Centre",0,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Scientific Director,Azrieli Accelerator,1,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,One Child Every Child Vulnerable to Thriving Co-lead,University of Calgary,2,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Mental Health Research 4 Kids Co-lead,University of Calgary,3,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Little Red Reading House Director,University of Calgary,4,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Professor,"Faculty of Arts , Department of Psychology",5,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",6,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61578b7504,Full Member,Hotchkiss Brain Institute,7,https://profiles.ucalgary.ca/susan-annetta-graham,source_declared
mem_61c2300e70,Medical Director Give Life Alberta and SAOTDP Southern Alberta SEND Lead,Alberta Health Services,0,https://profiles.ucalgary.ca/andreas-kramer,source_declared
mem_61c2300e70,Neurointensivist,Alberta Health Services,1,https://profiles.ucalgary.ca/andreas-kramer,source_declared
mem_61c2300e70,Clinical Professor,Cumming School of Medicine,2,https://profiles.ucalgary.ca/andreas-kramer,source_declared
mem_61c2300e70,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/andreas-kramer,source_declared
mem_622613bf11,Associate Professor,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Scientific Director,Child and Adolescent Imaging Research Program,1,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Full Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",4,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Adjunct Associate Professor,"Faculty of Arts , Department of Psychology",5,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_622613bf11,Associate Professor,Cumming School of Medicine,6,https://profiles.ucalgary.ca/signe-bray,source_declared
mem_638c45e04a,Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurosurgery",0,https://profiles.ucalgary.ca/fady-girgis,source_declared
mem_638c45e04a,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/fady-girgis,source_declared
mem_65229f6177,Chair: SSHRC Tier 2 Canada Research Chair in Determinants of Child Development,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/sheri-madigan,source_declared
mem_65229f6177,Professor,"Faculty of Arts , Department of Psychology",1,https://profiles.ucalgary.ca/sheri-madigan,source_declared
mem_65229f6177,Full Member,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",2,https://profiles.ucalgary.ca/sheri-madigan,source_declared
mem_65229f6177,Full Member,"Alberta Children's Hospital Research Institute, Owerko Centre",3,https://profiles.ucalgary.ca/sheri-madigan,source_declared
mem_656468a699,Assistant Professor,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/jackson-cone,source_declared
mem_656468a699,Canada Research Chair (Tier II) Computational Behavioural Neuroscience,Research Chair,1,https://profiles.ucalgary.ca/jackson-cone,source_declared
mem_656468a699,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/jackson-cone,source_declared
mem_67336e1dbb,Associate Professor,"Cumming School of Medicine, Department of Cell Biology and Anatomy",0,https://profiles.ucalgary.ca/alex-lohman,source_declared
mem_67336e1dbb,Interim Department Head,"Cumming School of Medicine, Department of Cell Biology and Anatomy",1,https://profiles.ucalgary.ca/alex-lohman,source_declared
mem_67336e1dbb,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/alex-lohman,source_declared
mem_67336e1dbb,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/alex-lohman,source_declared
mem_6734c9213c,Clinical Associate Professor,"Cumming School of Medicine, Department of Surgery | Ophthalmology",0,https://profiles.ucalgary.ca/stephanie-dotchin,source_declared
mem_6734c9213c,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,1,https://profiles.ucalgary.ca/stephanie-dotchin,source_declared
mem_67b2999f43,Department Head,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/michael-christopher-antle,source_declared
mem_67b2999f43,Professor,"Faculty of Arts , Department of Psychology",1,https://profiles.ucalgary.ca/michael-christopher-antle,source_declared
mem_67b2999f43,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/michael-christopher-antle,source_declared
mem_67b2999f43,Adjunct Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",3,https://profiles.ucalgary.ca/michael-christopher-antle,source_declared
mem_6a681336c2,Clinical Professor,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/donald-emile-addington,source_declared
mem_6a681336c2,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/donald-emile-addington,source_declared
mem_6a681336c2,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/donald-emile-addington,source_declared
mem_6a980d0db4,Principal Investigator,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Clinical Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6a980d0db4,Lead Adult Spinal Cord Injury Rehabiliation,Alberta Health Services,3,https://profiles.ucalgary.ca/rebecca-charbonneau,source_declared
mem_6abb226805,Professor,"Cumming School of Medicine, Department of Medicine",0,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Professor,"Cumming School of Medicine, Department of Community Health Sciences",1,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Academic and Clinical Department Head,"Cumming School of Medicine, Department of Medicine",2,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,BSF Chair in Geriatric Medicine,Cumming School of Medicine,3,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Full Member,O'Brien Institute for Public Health,5,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6abb226805,Academic Lead,Centre on Aging,6,https://profiles.ucalgary.ca/jayna-holroyd-leduc,source_declared
mem_6afc7989eb,Associate Member,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",0,https://profiles.ucalgary.ca/audrey-ann-deneault,source_declared
mem_6b37eba80f,Associate Professor,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6b37eba80f,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6b37eba80f,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",2,https://profiles.ucalgary.ca/julia-kam,source_declared
mem_6bf0d57aba,Clinical Associate Professor,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/jodie-burton,source_declared
mem_6bf0d57aba,Clinical Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/jodie-burton,source_declared
mem_6bf0d57aba,Assistant Professor,"Cumming School of Medicine, Department of Community Health Sciences",2,https://profiles.ucalgary.ca/jodie-burton,source_declared
mem_6bf0d57aba,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/jodie-burton,source_declared
mem_6c0f4891e4,Adjunct Assistant Professor,"Werklund School of Education, Specialization, Curriculum and Learning",0,https://profiles.ucalgary.ca/kimberley-smaniotto-holmes,source_declared
mem_6c0f4891e4,Associate Member Hotchkiss Brain Institute,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",1,https://profiles.ucalgary.ca/kimberley-smaniotto-holmes,source_declared
mem_6d56bbe087,Professor Emeritus,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology | Cell Signalling and Structure",0,https://profiles.ucalgary.ca/jonathan-lytton,source_declared
mem_6d56bbe087,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/jonathan-lytton,source_declared
mem_6d56bbe087,Member,Libin Cardiovascular Institute,2,https://profiles.ucalgary.ca/jonathan-lytton,source_declared
mem_6d56bbe087,Member,Arnie Charbonneau Cancer Institute,3,https://profiles.ucalgary.ca/jonathan-lytton,source_declared
mem_6da65fe265,Adjunct Assistant Professor,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/boguslaw-tomanek,source_declared
mem_6da65fe265,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/boguslaw-tomanek,source_declared
mem_6dce23a68b,Chair: CIHR Tier 2 Canada Research Chair in Adult Clinical Neuropsychology,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/brandy-callahan,source_declared
mem_6dce23a68b,Associate Professor,"Faculty of Arts , Department of Psychology",1,https://profiles.ucalgary.ca/brandy-callahan,source_declared
mem_6dce23a68b,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/brandy-callahan,source_declared
mem_6dce23a68b,Full Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/brandy-callahan,source_declared
mem_6e27953757,Adjunct Clinical Professor,"Faculty of Nursing, Adjuncts",0,https://profiles.ucalgary.ca/katherine-bright,source_declared
mem_6e27953757,Assistant Professor,School of Nursing and Midwifery,1,https://profiles.ucalgary.ca/katherine-bright,source_declared
mem_6e27953757,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/katherine-bright,source_declared
mem_6e27953757,Associate Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/katherine-bright,source_declared
mem_6e27953757,Associate Member,Mathison Centre for Mental Health Research and Education,4,https://profiles.ucalgary.ca/katherine-bright,source_declared
mem_6f76ca3c25,Clinical Assistant Professor,"Cumming School of Medicine, Department of Medicine",0,https://profiles.ucalgary.ca/monty-ghosh,source_declared
mem_6f76ca3c25,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/monty-ghosh,source_declared
mem_6f76ca3c25,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/monty-ghosh,source_declared
mem_6fad50104e,Full Member,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/william-kenyon-stell,source_declared
mem_6fad50104e,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,1,https://profiles.ucalgary.ca/william-kenyon-stell,source_declared
mem_6fad50104e,Professor Emeritus,"Cumming School of Medicine, Department of Cell Biology and Anatomy",2,https://profiles.ucalgary.ca/william-kenyon-stell,source_declared
mem_6fad50104e,"Expert Research Advisor, Myopia Centre, Eye Hospital of Wenzhou Medical University, P.R.C.",~ Other ~,3,https://profiles.ucalgary.ca/william-kenyon-stell,source_declared
mem_707257fb34,Professor,"Faculty of Arts , Department of Anthropology and Archaeology",0,https://profiles.ucalgary.ca/jenny-godley,source_declared
mem_707257fb34,Academic Head,Graduate College,1,https://profiles.ucalgary.ca/jenny-godley,source_declared
mem_707257fb34,Adjunct Professor,"Cumming School of Medicine, Department of Community Health Sciences",2,https://profiles.ucalgary.ca/jenny-godley,source_declared
mem_707257fb34,"Associate Dean, Transdisciplinary Scholarship",Faculty of Graduate Studies,3,https://profiles.ucalgary.ca/jenny-godley,source_declared
mem_707257fb34,"Academic Co-Lead, Health & Life",Institutes for Transdisciplinary Scholarship,4,https://profiles.ucalgary.ca/jenny-godley,source_declared
mem_732e519cbb,Research Associate Professor,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/yunyan-zhang,source_declared
mem_732e519cbb,Research Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/yunyan-zhang,source_declared
mem_732e519cbb,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/yunyan-zhang,source_declared
mem_732e519cbb,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/yunyan-zhang,source_declared
mem_74bc2844fc,Associate Professor,Faculty of Kinesiology,0,https://profiles.ucalgary.ca/jonathan-smirl,source_declared
mem_74bc2844fc,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/jonathan-smirl,source_declared
mem_74bc2844fc,Full Member,Libin Cardiovascular Institute,2,https://profiles.ucalgary.ca/jonathan-smirl,source_declared
mem_74bc2844fc,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/jonathan-smirl,source_declared
mem_74c0a59289,Professor,"Schulich School of Engineering, Department of Electrical and Software Engineering",0,https://profiles.ucalgary.ca/yingxu-wang,source_declared
mem_74c0a59289,Adjunct Professor,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/yingxu-wang,source_declared
mem_74c0a59289,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/yingxu-wang,source_declared
mem_750ab2b996,Professor,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology",0,https://profiles.ucalgary.ca/quan-long,source_declared
mem_750ab2b996,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/quan-long,source_declared
mem_750ab2b996,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/quan-long,source_declared
mem_750ab2b996,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/quan-long,source_declared
mem_750ab2b996,Professor,"Cumming School of Medicine, Department of Medical Genetics",4,https://profiles.ucalgary.ca/quan-long,source_declared
mem_750ab2b996,Adjunct Professor,"Faculty of Science , Department of Mathematics and Statistics",5,https://profiles.ucalgary.ca/quan-long,source_declared
mem_75b070759e,Professor,"Faculty of Science , Department of Physics and Astronomy",0,https://profiles.ucalgary.ca/christoph-simon,source_declared
mem_75b070759e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/christoph-simon,source_declared
mem_7892ba722a,Professor Emeritus,"Cumming School of Medicine, Department of Pediatrics",0,https://profiles.ucalgary.ca/bonnie-kaplan,source_declared
mem_7892ba722a,Professor Emeritus,"Cumming School of Medicine, Department of Community Health Sciences",1,https://profiles.ucalgary.ca/bonnie-kaplan,source_declared
mem_7892ba722a,Emeritus Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/bonnie-kaplan,source_declared
mem_7892ba722a,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/bonnie-kaplan,source_declared
mem_78b75777c4,Professor,"Cumming School of Medicine, Department of Pediatrics",0,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_78b75777c4,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_78b75777c4,Professor,"Cumming School of Medicine, Department of Radiology",2,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_78b75777c4,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_78b75777c4,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",4,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_78b75777c4,One Child Every Child Technology Solutions Co-lead,University of Calgary,5,https://profiles.ucalgary.ca/christopher-kirton,source_declared
mem_79f23a1fd5,Clinical Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/ranita-manocha,source_declared
mem_79f23a1fd5,Adjunct Associate Professor,Faculty of Kinesiology,1,https://profiles.ucalgary.ca/ranita-manocha,source_declared
mem_79f23a1fd5,Full Member,McCaig Institute for Bone and Joint Health,2,https://profiles.ucalgary.ca/ranita-manocha,source_declared
mem_79f23a1fd5,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/ranita-manocha,source_declared
mem_7a1797f182,Full Professor,"Cumming School of Medicine, Department of Critical Care Medicine",0,https://profiles.ucalgary.ca/bryan-yipp,source_declared
mem_7a1797f182,Full Member,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",1,https://profiles.ucalgary.ca/bryan-yipp,source_declared
mem_7d3968111f,Assistant Professor,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurology",0,https://profiles.ucalgary.ca/jodie-roberts,source_declared
mem_7d3968111f,Assistant Professor,"Cumming School of Medicine, Department of Community Health Sciences",1,https://profiles.ucalgary.ca/jodie-roberts,source_declared
mem_7d3968111f,Neurologist & Neuroimmunologist,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurology",2,https://profiles.ucalgary.ca/jodie-roberts,source_declared
mem_7d3968111f,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/jodie-roberts,source_declared
mem_81c06ea20f,Professor - Medicine,"Cumming School of Medicine, Department of Cell Biology and Anatomy",0,https://profiles.ucalgary.ca/richard-bernard-hawkes,source_declared
mem_81c06ea20f,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/richard-bernard-hawkes,source_declared
mem_81c06ea20f,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/richard-bernard-hawkes,source_declared
mem_82005c4912,Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/grant-robert-gordon,source_declared
mem_82005c4912,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/grant-robert-gordon,source_declared
mem_830cb17f4e,Full Member,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/guillaume-millet,source_declared
mem_834ac572c9,Clinical Assistant Professor,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/steven-peters,source_declared
mem_834ac572c9,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/steven-peters,source_declared
mem_83852004c1,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/shelagh-coutts,source_declared
mem_83852004c1,Professor,"Cumming School of Medicine, Department of Radiology",1,https://profiles.ucalgary.ca/shelagh-coutts,source_declared
mem_83852004c1,Professor,"Cumming School of Medicine, Department of Community Health Sciences",2,https://profiles.ucalgary.ca/shelagh-coutts,source_declared
mem_83852004c1,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/shelagh-coutts,source_declared
mem_8466f664c9,Associate Professor,"Cumming School of Medicine, Department of Medical Genetics",0,https://profiles.ucalgary.ca/guang-yang-0,source_declared
mem_8466f664c9,Associate Professor,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology",1,https://profiles.ucalgary.ca/guang-yang-0,source_declared
mem_8466f664c9,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",2,https://profiles.ucalgary.ca/guang-yang-0,source_declared
mem_8466f664c9,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/guang-yang-0,source_declared
mem_84f207cee7,Hopewell Profesor of Brain Imaging,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_84f207cee7,Hopewell Profesor of Brain Imaging,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_84f207cee7,Scientist,"Seaman Family Magnetic Resonance Research Centre, Foothills Medical Centre",2,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_84f207cee7,Deputy Director,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_84f207cee7,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_84f207cee7,Member,Libin Cardiovascular Institute,5,https://profiles.ucalgary.ca/richard-frayne,source_declared
mem_86be4543f1,Associate Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/michael-adrian-colicos,source_declared
mem_86be4543f1,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/michael-adrian-colicos,source_declared
mem_8777c1db23,Associate Professor,"Werklund School of Education, Specialization, Counselling Psychology",0,https://profiles.ucalgary.ca/tanya-mudry,source_declared
mem_8777c1db23,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/tanya-mudry,source_declared
mem_8777c1db23,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/tanya-mudry,source_declared
mem_88d32b9f14,Full Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/steven-prescott,source_declared
mem_88d32b9f14,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/steven-prescott,source_declared
mem_88d32b9f14,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/steven-prescott,source_declared
mem_8b49df0680,Full Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/voon-wee-yong,source_declared
mem_8b49df0680,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/voon-wee-yong,source_declared
mem_8b49df0680,Associate Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",2,https://profiles.ucalgary.ca/voon-wee-yong,source_declared
mem_8b49df0680,Member,Arnie Charbonneau Cancer Institute,3,https://profiles.ucalgary.ca/voon-wee-yong,source_declared
mem_8bfbd806c9,Clinical Assistant Professor,"Cumming School of Medicine, Department of Medical Genetics",0,https://profiles.ucalgary.ca/amanda-tyndall,source_declared
mem_8bfbd806c9,Full Member,Alberta Children's Hospital Research Institute,1,https://profiles.ucalgary.ca/amanda-tyndall,source_declared
mem_8bfbd806c9,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/amanda-tyndall,source_declared
mem_8d1d2f6903,Clinical Assistant Profesor,University of Calgary,0,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Cardiologist,Libin Cardiovascular Institute,1,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Director,"Libin Cardiovascular Institute, Broderick Cardiomyopathy Program",2,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Director,"Libin Cardiovascular Institute, Broderick Genetic Cardiomyopathy Clinic",3,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Director,"Libin Cardiovascular Institute, Broderick Cardiac Neuromuscular Clinic",4,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Cardiologist,Mechanical Circulatory Support Program,5,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Cardiologist,Southern Alberta Transplant Program,6,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,"Cardiologist, Clinic Director",Cardiac Function Clinic,7,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8d1d2f6903,Associate Member,Hotchkiss Brain Institute,8,https://profiles.ucalgary.ca/omid-kiamanesh,source_declared
mem_8e0084f520,Associate Professor,"Cumming School of Medicine, Department of Pathology and Laboratory Medicine",0,https://profiles.ucalgary.ca/jennifer-chan,source_declared
mem_8e0084f520,Institute Director,Arnie Charbonneau Cancer Institute,1,https://profiles.ucalgary.ca/jennifer-chan,source_declared
mem_8e0084f520,Full Member,Arnie Charbonneau Cancer Institute,2,https://profiles.ucalgary.ca/jennifer-chan,source_declared
mem_8e0084f520,Associate Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/jennifer-chan,source_declared
mem_8e0084f520,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,4,https://profiles.ucalgary.ca/jennifer-chan,source_declared
mem_90269b0602,Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/keith-alexander-sharkey,source_declared
mem_90269b0602,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/keith-alexander-sharkey,source_declared
mem_90269b0602,Full Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",2,https://profiles.ucalgary.ca/keith-alexander-sharkey,source_declared
mem_902f442140,Professor,"Cumming School of Medicine, Department of Pediatrics | Neurology",0,https://profiles.ucalgary.ca/morris-scantlebury,source_declared
mem_902f442140,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurology",1,https://profiles.ucalgary.ca/morris-scantlebury,source_declared
mem_902f442140,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",2,https://profiles.ucalgary.ca/morris-scantlebury,source_declared
mem_902f442140,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/morris-scantlebury,source_declared
mem_902f442140,"Scientific Director, Discovery Science",Alberta Children's Hospital Research Institute,4,https://profiles.ucalgary.ca/morris-scantlebury,source_declared
mem_90ed7fe13a,Full Professor,Cumming School of Medicine,0,https://profiles.ucalgary.ca/philip-barber,source_declared
mem_90ed7fe13a,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/philip-barber,source_declared
mem_92099adba8,Assistant Professor,"Faculty of Science , Department of Physics and Astronomy",0,https://profiles.ucalgary.ca/javier-orlandi,source_declared
mem_92099adba8,CRC Tier II Complex Neural System Modelling,"Faculty of Science , Department of Physics and Astronomy",1,https://profiles.ucalgary.ca/javier-orlandi,source_declared
mem_92099adba8,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/javier-orlandi,source_declared
mem_9211234ed6,Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/kenneth-lukowiak,source_declared
mem_9211234ed6,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/kenneth-lukowiak,source_declared
mem_92c2e98ac3,Assistant Professor,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurosurgery",0,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92c2e98ac3,Assistant Professor,"Cumming School of Medicine, Department of Oncology",1,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92c2e98ac3,Surgeon,Alberta Health Services,2,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92c2e98ac3,Full Member,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92c2e98ac3,Full Member,Arnie Charbonneau Cancer Institute,4,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92c2e98ac3,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,5,https://profiles.ucalgary.ca/candice-poon,source_declared
mem_92df5b400e,Clinical Assistant Professor of Neurology,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurology",0,https://profiles.ucalgary.ca/guillermo-delgado-garcia,source_declared
mem_92df5b400e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/guillermo-delgado-garcia,source_declared
mem_92df5b400e,Co-Director of Education,"Cumming School of Medicine, Calgary Comprehensive Epilepsy Program",2,https://profiles.ucalgary.ca/guillermo-delgado-garcia,source_declared
