member_id,title,affiliation,sort_order,source_url,verification_status
mem_3d341c6e6a,Full Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",4,https://profiles.ucalgary.ca/jane-shearer,source_declared
mem_3d341c6e6a,Full Member,Libin Cardiovascular Institute,5,https://profiles.ucalgary.ca/jane-shearer,source_declared
mem_3e0e98847e,Acting Dean,Faculty of Social Work,0,https://profiles.ucalgary.ca/david-nicholas,source_declared
mem_3e0e98847e,Professor,Faculty of Social Work,1,https://profiles.ucalgary.ca/david-nicholas,source_declared
mem_3e0e98847e,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/david-nicholas,source_declared
mem_3e0e98847e,Full Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/david-nicholas,source_declared
mem_3e0e98847e,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",4,https://profiles.ucalgary.ca/david-nicholas,source_declared
mem_3e0ef14a60,Full Professor,"Faculty of Social Work, Calgary Campus",0,https://profiles.ucalgary.ca/angelique-jenney,source_declared
mem_3e0ef14a60,Wood's Homes Research Chair in Children's Mental Health,"Faculty of Social Work, Calgary Campus",1,https://profiles.ucalgary.ca/angelique-jenney,source_declared
mem_3e0ef14a60,Full Member,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",2,https://profiles.ucalgary.ca/angelique-jenney,source_declared
mem_3e0ef14a60,Professor,"Faculty of Social Work, Calgary Campus",3,https://profiles.ucalgary.ca/angelique-jenney,source_declared
mem_3e0ef14a60,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,4,https://profiles.ucalgary.ca/angelique-jenney,source_declared
mem_3ed07ce6c8,Professor,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/g-bruce-pike,source_declared
mem_3ed07ce6c8,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/g-bruce-pike,source_declared
mem_3ed07ce6c8,Head,"Cumming School of Medicine, Department of Radiology | Image Science",2,https://profiles.ucalgary.ca/g-bruce-pike,source_declared
mem_3ed07ce6c8,Campus Alberta Innovates Chair,Healthy Brain Aging,3,https://profiles.ucalgary.ca/g-bruce-pike,source_declared
mem_3ed07ce6c8,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/g-bruce-pike,source_declared
mem_3f1cca7ee5,Professor,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/daniel-mcgrath,source_declared
mem_3f1cca7ee5,Senior Research Fellow,Alberta Gambling Research Institute,1,https://profiles.ucalgary.ca/daniel-mcgrath,source_declared
mem_3f1cca7ee5,Associate Dean,University of Calgary,2,https://profiles.ucalgary.ca/daniel-mcgrath,source_declared
mem_3f1cca7ee5,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/daniel-mcgrath,source_declared
mem_3f1cca7ee5,Full Member,Mathison Centre for Mental Health Research and Education,4,https://profiles.ucalgary.ca/daniel-mcgrath,source_declared
mem_3f62008a1f,"Academic Director, Mental Health & Well-being",~ Other ~,0,https://profiles.ucalgary.ca/jennifer-thannhauser,source_declared
mem_3f62008a1f,Evaluation Lead - Community Mental Health and Well-being Strategy,~ Other ~,1,https://profiles.ucalgary.ca/jennifer-thannhauser,source_declared
mem_3f62008a1f,Adjunct Associate Professor,"Werklund School of Education, Specialization, Counselling Psychology",2,https://profiles.ucalgary.ca/jennifer-thannhauser,source_declared
mem_3f62008a1f,Evaluation and Research Lead,"Faculty of Arts , Department of Psychology",3,https://profiles.ucalgary.ca/jennifer-thannhauser,source_declared
mem_3f62008a1f,Professor,"Faculty of Arts , Department of Psychology",4,https://profiles.ucalgary.ca/jennifer-thannhauser,source_declared
mem_3faa6c8292,Professor,"Schulich School of Engineering, Department of Biomedical Engineering",0,https://profiles.ucalgary.ca/kartikeya-murari,source_declared
mem_3faa6c8292,Professor,"Schulich School of Engineering, Department of Electrical and Software Engineering",1,https://profiles.ucalgary.ca/kartikeya-murari,source_declared
mem_3faa6c8292,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/kartikeya-murari,source_declared
mem_4031282ea1,Professor,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_4031282ea1,Adjunct Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_4031282ea1,Adjunct Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",2,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_4031282ea1,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_4031282ea1,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,4,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_4031282ea1,Full Member,McCaig Institute for Bone and Joint Health,5,https://profiles.ucalgary.ca/jeffrey-frank-dunn,source_declared
mem_405555556d,Professor,Faculty of Kinesiology,0,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_405555556d,Chair,Sport Injury Prevention Research Centre,1,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_405555556d,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_405555556d,Full Member,McCaig Institute for Bone and Joint Health,3,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_405555556d,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_405555556d,Full Member,O'Brien Institute for Public Health,5,https://profiles.ucalgary.ca/carolyn-emery,source_declared
mem_40840edc6a,Professor - Medicine,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/jean-margaret-addington,source_declared
mem_40840edc6a,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/jean-margaret-addington,source_declared
mem_40840edc6a,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/jean-margaret-addington,source_declared
mem_40840edc6a,Full Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/jean-margaret-addington,source_declared
mem_414b7b0e40,Associate Professor,"Werklund School of Education, Specialization, School and Applied Child Psychology",0,https://profiles.ucalgary.ca/kelly-dean-schwartz,source_declared
mem_414b7b0e40,Adjunct Associate Professor,"Faculty of Arts , Department of Psychology",1,https://profiles.ucalgary.ca/kelly-dean-schwartz,source_declared
mem_414b7b0e40,Full Member,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",2,https://profiles.ucalgary.ca/kelly-dean-schwartz,source_declared
mem_414b7b0e40,Full Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/kelly-dean-schwartz,source_declared
mem_414b7b0e40,Full Member,"Alberta Children's Hospital Research Institute, Owerko Centre",4,https://profiles.ucalgary.ca/kelly-dean-schwartz,source_declared
mem_418a89fdc0,Full Professor,"Cumming School of Medicine, Department of Physiology and Pharmacology",0,https://profiles.ucalgary.ca/andrew-braun,source_declared
mem_418a89fdc0,Full Member,Libin Cardiovascular Institute,1,https://profiles.ucalgary.ca/andrew-braun,source_declared
mem_418a89fdc0,Associate Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/andrew-braun,source_declared
mem_418a89fdc0,Associate Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",3,https://profiles.ucalgary.ca/andrew-braun,source_declared
mem_418a89fdc0,Member,Libin Cardiovascular Institute,4,https://profiles.ucalgary.ca/andrew-braun,source_declared
mem_418b15747e,Section Chief Physical Medicine and Rehabilitation,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/sean-dukelow,source_declared
mem_418b15747e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/sean-dukelow,source_declared
mem_418b15747e,Associate Member,McCaig Institute for Bone and Joint Health,2,https://profiles.ucalgary.ca/sean-dukelow,source_declared
mem_418b15747e,Full Member,Libin Cardiovascular Institute,3,https://profiles.ucalgary.ca/sean-dukelow,source_declared
mem_41979986b6,Adjunct Professor,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/andrew-kim,source_declared
mem_41979986b6,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/andrew-kim,source_declared
mem_434a4ec74e,Clinical Professor,University of Calgary,0,https://profiles.ucalgary.ca/cristian-zeni,source_declared
mem_434a4ec74e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/cristian-zeni,source_declared
mem_434a4ec74e,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/cristian-zeni,source_declared
mem_4393bff7a6,Associate Dean (Graduate),Faculty of Kinesiology,0,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4393bff7a6,Professor,Faculty of Kinesiology,1,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4393bff7a6,Member,O'Brien Institute for Public Health,2,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4393bff7a6,Member,Arnie Charbonneau Cancer Institute,3,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4393bff7a6,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4393bff7a6,Associate Member,Mathison Centre for Mental Health Research and Education,5,https://profiles.ucalgary.ca/meghan-mcdonough,source_declared
mem_4435cc366f,Full Professor,Cumming School of Medicine,0,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4435cc366f,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4435cc366f,Associate Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4435cc366f,Full Member,O'Brien Institute for Public Health,3,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4435cc366f,Division Head Geriatric Medicine,University of Calgary,4,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4435cc366f,Medical Lead Specialized Geriatric Services and Transition Services,Alberta Health Services,5,https://profiles.ucalgary.ca/zahra-goodarzi,source_declared
mem_4517ebed1e,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/garnette-roy-sutherland,source_declared
mem_4517ebed1e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/garnette-roy-sutherland,source_declared
mem_4517ebed1e,Member,Arnie Charbonneau Cancer Institute,2,https://profiles.ucalgary.ca/garnette-roy-sutherland,source_declared
mem_4598061484,Clinical Assistant Professor,Cumming School of Medicine,0,https://profiles.ucalgary.ca/serge-mrkobrada,source_declared
mem_4598061484,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/serge-mrkobrada,source_declared
mem_460c3f47d4,Professor,"Faculty of Social Work, Calgary Campus",0,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,UCalgary Research Excellence Chair in System-level Interventions for Equitable & Accessible Youth Mental Health Services,Vice President Research Office,1,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,"Coordinator, Program for Undergraduate Research Experience (PURE)","Faculty of Social Work, Calgary Campus",2,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Research Lead,Calgary Eating Disorders Program,3,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Research Scientist - Kickstand-Provincial Integrated Youth Service,~ Other ~,4,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Co-Director of Research - KINDEX National Child and Youth Advocacy Research Knowledge Centre,~ Other ~,5,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Co-Research Lead - Pathways to Prevention: A Centre for Childhood Trauma at Hull Services,~ Other ~,6,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Full Member,Hotchkiss Brain Institute,7,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Full Member,Mathison Centre for Mental Health Research and Education,8,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Full Member,Alberta Children's Hospital Research Institute,9,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_460c3f47d4,Full Member,O'Brien Institute for Public Health,10,https://profiles.ucalgary.ca/georgina-dimitropoulos,source_declared
mem_473d2f19dd,Professor and Department Head,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/nathalie-jette,source_declared
mem_473d2f19dd,Full Member,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",1,https://profiles.ucalgary.ca/nathalie-jette,source_declared
mem_473d2f19dd,Zone Clinical Department Head,Alberta Health Services,2,https://profiles.ucalgary.ca/nathalie-jette,source_declared
mem_4bb4b4c5df,Assistant Professor,"Cumming School of Medicine, Department of Community Health Sciences",0,https://profiles.ucalgary.ca/zahra-clayborne,source_declared
mem_4bb4b4c5df,Assistant Professor,"Cumming School of Medicine, Department of Pediatrics",1,https://profiles.ucalgary.ca/zahra-clayborne,source_declared
mem_4bb4b4c5df,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",2,https://profiles.ucalgary.ca/zahra-clayborne,source_declared
mem_4bb4b4c5df,Full Member,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",3,https://profiles.ucalgary.ca/zahra-clayborne,source_declared
mem_4bb4b4c5df,Full Member,O'Brien Institute for Public Health,4,https://profiles.ucalgary.ca/zahra-clayborne,source_declared
mem_4ee060e99b,Associate Professor,"Cumming School of Medicine, Department of Oncology",0,https://profiles.ucalgary.ca/gloria-roldan-urgoiti,source_declared
mem_4ee060e99b,Full Member,Arnie Charbonneau Cancer Institute,1,https://profiles.ucalgary.ca/gloria-roldan-urgoiti,source_declared
mem_4ee060e99b,Associate Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/gloria-roldan-urgoiti,source_declared
mem_4f4215a32e,Assistant Professor,"Schulich School of Engineering, Department of Biomedical Engineering",0,https://profiles.ucalgary.ca/sayeh-bayat,source_declared
mem_4f4215a32e,Assistant Professor,"Schulich School of Engineering, Department of Geomatics Engineering",1,https://profiles.ucalgary.ca/sayeh-bayat,source_declared
mem_4f4215a32e,Schulich Research Chair,Schulich School of Engineering,2,https://profiles.ucalgary.ca/sayeh-bayat,source_declared
mem_4f4215a32e,Full Member,O'Brien Institute for Public Health,3,https://profiles.ucalgary.ca/sayeh-bayat,source_declared
mem_4f4215a32e,Full Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/sayeh-bayat,source_declared
mem_4fc16fbe9a,Associate Member,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/danijela-piskulic,source_declared
mem_4fc16fbe9a,Adjunct Assistant Professor,"Cumming School of Medicine, Department of Psychiatry",1,https://profiles.ucalgary.ca/danijela-piskulic,source_declared
mem_4fc16fbe9a,Associate Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/danijela-piskulic,source_declared
mem_4fcca18975,Adjunct Professor,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/frank-macmaster,source_declared
mem_4fcca18975,Vice President of Research and Innovation,~ Other ~,1,https://profiles.ucalgary.ca/frank-macmaster,source_declared
mem_4fcca18975,Associate Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/frank-macmaster,source_declared
mem_4fcca18975,Associate Member,Mathison Centre for Mental Health Research and Education,3,https://profiles.ucalgary.ca/frank-macmaster,source_declared
mem_50e629396d,Clinical Assistant Professor,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/eric-chan,source_declared
mem_50e629396d,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/eric-chan,source_declared
mem_50e629396d,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/eric-chan,source_declared
mem_514df516d2,Research Assistant Professor,"Cumming School of Medicine, Department of Cell Biology and Anatomy",0,https://profiles.ucalgary.ca/h-artee-luchman,source_declared
mem_514df516d2,"Associate Director, Variable Gene Penetrance",Alberta Children's Hospital Research Institute,1,https://profiles.ucalgary.ca/h-artee-luchman,source_declared
mem_514df516d2,Child Health and Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/h-artee-luchman,source_declared
mem_514df516d2,Full Member,Arnie Charbonneau Cancer Institute,3,https://profiles.ucalgary.ca/h-artee-luchman,source_declared
mem_514df516d2,Associate Member,Hotchkiss Brain Institute,4,https://profiles.ucalgary.ca/h-artee-luchman,source_declared
mem_51d0744557,Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_51d0744557,Associate Professor,"Cumming School of Medicine, Department of Community Health Sciences",1,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_51d0744557,Associate Professor,"Cumming School of Medicine, Department of Radiology",2,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_51d0744557,Full Member,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_51d0744557,Full Member,Mathison Centre for Mental Health Research and Education,4,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_51d0744557,Full Member,O'Brien Institute for Public Health,5,https://profiles.ucalgary.ca/aravind-ganesh,source_declared
mem_529c362d70,Adjunct Assistant Professor,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/abdullah-al-maruf,source_declared
mem_529c362d70,Associate Member,Mathison Centre for Mental Health Research and Education,1,https://profiles.ucalgary.ca/abdullah-al-maruf,source_declared
mem_5357e9a762,Professor Emerita,"Faculty of Nursing, Emeriti",0,https://profiles.ucalgary.ca/eloise-carr,source_declared
mem_5357e9a762,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/eloise-carr,source_declared
mem_5357e9a762,Full Member,McCaig Institute for Bone and Joint Health,2,https://profiles.ucalgary.ca/eloise-carr,source_declared
mem_53686b30d5,Associate Professor,"Cumming School of Medicine, Department of Radiology | Image Science",0,https://profiles.ucalgary.ca/pierre-levan,source_declared
mem_53686b30d5,Associate Professor,"Cumming School of Medicine, Department of Pediatrics",1,https://profiles.ucalgary.ca/pierre-levan,source_declared
mem_53686b30d5,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/pierre-levan,source_declared
mem_53686b30d5,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/pierre-levan,source_declared
mem_53bdbb7000,Full Member,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/scott-ryan,source_declared
mem_53bdbb7000,Associate Professor,University of Calgary,1,https://profiles.ucalgary.ca/scott-ryan,source_declared
mem_53bdbb7000,Member,Libin Cardiovascular Institute,2,https://profiles.ucalgary.ca/scott-ryan,source_declared
mem_53c25f2cf7,Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/fiona-costello,source_declared
mem_53c25f2cf7,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/fiona-costello,source_declared
mem_53c25f2cf7,Associate Professor,"Cumming School of Medicine, Office of the Dean | Research",2,https://profiles.ucalgary.ca/fiona-costello,source_declared
mem_53d8f553c6,Clinical Assistant Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/ronda-lun,source_declared
mem_53d8f553c6,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/ronda-lun,source_declared
mem_53d8f553c6,Full Member,O'Brien Institute for Public Health,2,https://profiles.ucalgary.ca/ronda-lun,source_declared
mem_53d8f553c6,Member,Arnie Charbonneau Cancer Institute,3,https://profiles.ucalgary.ca/ronda-lun,source_declared
mem_53e60fab63,Clinical Associate Professor,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/katayoun-alikhani,source_declared
mem_53e60fab63,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/katayoun-alikhani,source_declared
mem_53e913a810,Deputy Provost,Office of the Provost,0,https://profiles.ucalgary.ca/robin-yates,source_declared
mem_53e913a810,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/robin-yates,source_declared
mem_53e913a810,Full Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",2,https://profiles.ucalgary.ca/robin-yates,source_declared
mem_544d7ede34,Associate Professor,Faculty of Kinesiology,0,https://profiles.ucalgary.ca/ryan-peters,source_declared
mem_544d7ede34,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/ryan-peters,source_declared
mem_5484cb96e1,Professor Emeritus,"Faculty of Science , Department of Chemistry",0,https://profiles.ucalgary.ca/arvi-rauk,source_declared
mem_5484cb96e1,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/arvi-rauk,source_declared
mem_57d1619bfe,Assistant Professor,University of Ottawa,0,https://profiles.ucalgary.ca/nicole-racine-0,source_declared
mem_57d1619bfe,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/nicole-racine-0,source_declared
mem_57d1619bfe,Associate Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/nicole-racine-0,source_declared
mem_581f118e90,Assistant Professor,"Schulich School of Engineering, Department of Biomedical Engineering",0,https://profiles.ucalgary.ca/mariana-pinheiro-bento,source_declared
mem_581f118e90,Assistant Professor,"Schulich School of Engineering, Department of Electrical and Software Engineering",1,https://profiles.ucalgary.ca/mariana-pinheiro-bento,source_declared
mem_581f118e90,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/mariana-pinheiro-bento,source_declared
mem_581f118e90,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/mariana-pinheiro-bento,source_declared
mem_58625c2ce5,Professor,"Cumming School of Medicine, Department of Pediatrics",0,https://profiles.ucalgary.ca/julia-jacobs-levan,source_declared
mem_58625c2ce5,"Assistant Dean, Postdoctoral Research",Cumming School of Medicine,1,https://profiles.ucalgary.ca/julia-jacobs-levan,source_declared
mem_58625c2ce5,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/julia-jacobs-levan,source_declared
mem_58625c2ce5,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",3,https://profiles.ucalgary.ca/julia-jacobs-levan,source_declared
mem_587dff4153,Associate Professor,"Cumming School of Medicine, Department of Pediatrics",0,https://profiles.ucalgary.ca/sarah-maceachern,source_declared
mem_587dff4153,Adjunct Assistant Professor,"Faculty of Arts , Department of Psychology",1,https://profiles.ucalgary.ca/sarah-maceachern,source_declared
mem_587dff4153,Developmental Pediatrician,Alberta Health Services,2,https://profiles.ucalgary.ca/sarah-maceachern,source_declared
mem_587dff4153,Full Member,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,https://profiles.ucalgary.ca/sarah-maceachern,source_declared
mem_587dff4153,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",4,https://profiles.ucalgary.ca/sarah-maceachern,source_declared
mem_599092b85f,"Associate Director, RESTORE Network","Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/kelly-larkin-kaiser,source_declared
mem_599092b85f,Assistant Professor (Research),"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/kelly-larkin-kaiser,source_declared
mem_599092b85f,Associate Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/kelly-larkin-kaiser,source_declared
mem_599092b85f,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,3,https://profiles.ucalgary.ca/kelly-larkin-kaiser,source_declared
mem_5df4c5aac6,Clinical Assistant Professor,"Cumming School of Medicine, Department of Medicine",0,https://profiles.ucalgary.ca/kirstie-lithgow,source_declared
mem_5df4c5aac6,Clinical Assisant Professor,"Cumming School of Medicine, Department of Oncology",1,https://profiles.ucalgary.ca/kirstie-lithgow,source_declared
mem_5df4c5aac6,Clinical researcher,"Hotchkiss Brain Institute, Integrative concussion research program",2,https://profiles.ucalgary.ca/kirstie-lithgow,source_declared
mem_5df4c5aac6,Clinician,Arthur J.E. Child Comprehensive Cancer Centre,3,https://profiles.ucalgary.ca/kirstie-lithgow,source_declared
mem_5df4c5aac6,Member,Arnie Charbonneau Cancer Institute,4,https://profiles.ucalgary.ca/kirstie-lithgow,source_declared
mem_5e831960ba,Professor (Teaching),"Faculty of Science , Department of Biological Sciences",0,https://profiles.ucalgary.ca/corey-flynn,source_declared
mem_5e831960ba,Director,"Faculty of Science , Neuroscience Program",1,https://profiles.ucalgary.ca/corey-flynn,source_declared
mem_5e831960ba,Full Member,Hotchkiss Brain Institute,2,https://profiles.ucalgary.ca/corey-flynn,source_declared
mem_5e8669ce5b,Adjunct Professor,"Faculty of Arts , Department of Psychology",0,https://profiles.ucalgary.ca/penny-pexman,source_declared
mem_5e8669ce5b,Associate Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/penny-pexman,source_declared
mem_5e8669ce5b,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,2,https://profiles.ucalgary.ca/penny-pexman,source_declared
mem_5f0bb4bf6e,Professor,"Cumming School of Medicine, Department of Psychiatry",0,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f0bb4bf6e,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f0bb4bf6e,Full Member,Mathison Centre for Mental Health Research and Education,2,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f0bb4bf6e,Full Member,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",3,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f0bb4bf6e,Child Health & Wellness Researcher,Alberta Children's Hospital Research Institute,4,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f0bb4bf6e,Adjunct Assistant Professor,"Faculty of Arts , Department of Psychology",5,https://profiles.ucalgary.ca/valerie-taylor,source_declared
mem_5f8c42fffa,Professor,"Cumming School of Medicine, Department of Radiology",0,https://profiles.ucalgary.ca/catherine-lebel,source_declared
mem_5f8c42fffa,Child Brain & Mental Health Program Director,Alberta Children's Hospital Research Institute,1,https://profiles.ucalgary.ca/catherine-lebel,source_declared
mem_5f8c42fffa,Child Health & Wellness Researcher,"Alberta Children's Hospital Research Institute, Owerko Centre",2,https://profiles.ucalgary.ca/catherine-lebel,source_declared
mem_5f8c42fffa,Full Member,Hotchkiss Brain Institute,3,https://profiles.ucalgary.ca/catherine-lebel,source_declared
mem_5f8c42fffa,Full Member,Mathison Centre for Mental Health Research and Education,4,https://profiles.ucalgary.ca/catherine-lebel,source_declared
mem_601dd6a6ac,Professor - Medicine,"Cumming School of Medicine, Department of Clinical Neurosciences",0,https://profiles.ucalgary.ca/bin-hu,source_declared
mem_601dd6a6ac,Full Member,Hotchkiss Brain Institute,1,https://profiles.ucalgary.ca/bin-hu,source_declared
mem_613baceb13,Full Member,Hotchkiss Brain Institute,0,https://profiles.ucalgary.ca/lawrence-korngut,source_declared
mem_613baceb13,Professor of Neurology,"Cumming School of Medicine, Department of Clinical Neurosciences",1,https://profiles.ucalgary.ca/lawrence-korngut,source_declared
